Insulation_Rating,Outdoor_Temp,Num_Occupants,Home_Age,Home_Size
5,62,10,49,5967
8,71,2,19,718
2,58,1,45,1435
3,62,2,20,541
4,63,7,55,1187
8,78,3,34,495
7,87,6,16,6550
6,53,4,42,4357
8,87,8,44,5429
4,79,4,23,1783
2,47,10,20,758
2,70,9,52,4573
3,81,7,21,1710
5,43,5,46,1269
5,68,1,49,5875
7,49,8,33,526
2,76,5,44,4978
3,57,7,37,3772
3,62,4,16,644
9,63,2,58,5690
3,47,2,58,5430
10,66,3,19,4040
8,60,3,55,3273
10,51,8,48,2633
8,89,9,17,4195
8,58,5,27,500
8,52,9,29,5632
5,77,7,37,2674
2,52,9,47,2790
5,39,5,37,4865
8,90,4,47,4897
6,44,8,57,4675
2,60,3,30,3526
8,72,9,52,1862
2,38,10,32,3780
10,52,8,27,6588
10,61,1,22,1183
2,49,9,43,1249
9,64,9,31,624
3,42,10,20,6887
2,88,4,40,873
3,51,7,26,6460
5,72,5,43,6568
8,86,3,35,6113
5,59,5,47,3198
3,72,1,48,3875
8,73,3,50,6029
5,54,1,17,818
6,71,2,26,1173
7,77,2,36,1856
10,67,6,27,1026
10,84,6,49,2977
2,59,6,41,6777
4,79,4,49,2068
2,84,4,51,766
9,77,4,51,2765
4,71,6,43,3116
10,84,2,19,3882
10,81,3,23,2671
6,54,5,54,1043
9,55,2,18,1251
2,74,9,45,3539
7,44,6,38,4903
4,90,9,21,5987
3,77,1,34,5895
4,67,6,52,3378
9,43,5,49,764
4,80,5,43,684
9,60,8,44,6967
4,46,1,58,4973
7,45,6,18,1279
10,59,7,56,827
3,55,10,40,787
4,50,10,59,2529
3,65,7,41,4743
6,66,10,48,5949
10,68,1,40,5447
3,57,9,40,1581
8,41,8,43,3188
3,71,10,32,6813
7,39,9,46,6083
9,40,1,54,6798
8,47,3,40,2342
6,85,2,51,2888
4,48,3,55,6029
2,77,1,56,2693
2,69,9,57,6553
9,60,10,40,5335
6,40,10,34,3363
4,62,2,44,6664
5,53,5,50,2583
2,62,4,58,6335
5,49,9,25,2676
6,73,9,18,2512
3,53,8,25,5969
7,56,5,53,6940
4,75,7,46,4756
3,42,9,53,5283
4,68,4,33,663
5,85,3,52,6763
8,85,3,19,5366
2,84,9,25,2950
6,87,9,61,3550
9,83,9,58,5022
8,46,10,18,569
10,56,7,32,5617
9,49,1,55,2270
7,66,3,30,2278
4,43,6,58,5401
4,43,8,33,6220
7,45,7,36,2770
6,47,7,54,4170
8,38,7,46,1318
10,65,6,19,1041
5,69,9,61,1951
7,42,9,43,5765
4,82,10,34,6874
6,82,6,50,6519
10,78,7,47,5312
4,44,9,27,3939
4,85,3,48,4275
2,89,5,45,587
8,71,2,57,1204
7,44,1,54,711
3,52,2,43,779
4,48,1,40,4820
3,52,6,19,3042
6,86,7,38,6454
8,63,3,22,5907
2,44,2,47,3615
6,68,5,53,4877
10,90,8,40,6052
3,43,9,58,2636
7,40,4,49,3443
4,75,9,53,2037
3,59,6,49,1023
6,46,9,36,558
9,78,10,56,3883
5,76,8,22,714
7,82,10,19,5785
3,47,5,50,773
7,81,2,25,3208
6,40,9,55,4566
7,67,3,29,6768
2,82,2,50,497
4,60,4,52,4517
4,58,10,48,1178
7,75,8,28,2075
4,46,9,43,5428
7,73,9,26,595
2,70,5,21,3156
8,52,4,29,497
9,66,5,57,5197
3,60,8,48,6625
5,89,2,30,2845
4,48,7,54,6008
4,69,4,55,595
9,82,8,42,6767
3,82,4,56,3791
6,41,10,56,856
6,85,10,24,6683
4,63,5,61,1912
2,87,6,47,4058
7,58,2,53,760
5,43,10,29,1673
5,46,4,27,2206
10,47,3,28,758
5,45,5,35,6705
3,59,5,41,4780
2,67,9,24,4535
2,78,7,18,5787
5,90,2,50,4372
8,90,7,53,5144
10,80,10,59,569
6,66,6,56,3284
8,84,10,30,4380
6,49,6,56,4042
7,68,8,56,5258
10,68,6,35,4123
2,46,2,50,2122
9,84,2,53,3901
5,82,4,60,6911
10,81,9,42,7064
2,70,5,48,5630
9,72,2,32,2598
6,72,4,36,3256
2,38,6,22,637
2,89,2,52,3206
3,64,1,42,3144
6,88,7,34,1512
5,43,7,53,3617
9,44,5,45,4552
2,86,1,58,3705
5,48,6,23,6385
8,58,1,24,1499
7,71,10,50,6818
8,50,4,37,3178
2,53,10,36,2428
7,58,1,43,3421
5,83,9,17,5342
2,74,2,41,3219
3,41,3,47,4844
6,54,6,59,4794
3,54,2,46,5205
6,65,1,43,535
3,45,8,53,817
3,44,4,56,3878
4,85,5,53,2475
3,44,3,26,6390
6,57,7,59,5995
9,82,6,49,4247
8,81,1,23,724
6,61,8,50,3271
5,66,8,16,898
5,51,6,37,3293
4,89,2,49,6179
10,87,10,47,2903
6,54,5,19,3947
8,71,10,45,5688
5,45,4,33,2563
3,90,2,17,4424
7,50,10,28,5174
3,74,9,49,499
9,56,6,45,3711
7,83,2,29,599
4,55,2,55,6642
6,69,3,56,5926
6,46,5,56,2440
9,75,1,19,6262
10,76,5,24,919
10,78,9,59,6835
6,57,2,23,3047
5,61,3,46,4437
4,56,5,18,2277
5,41,10,44,1482
8,39,5,20,3920
3,74,1,30,3534
5,87,7,61,2907
5,58,6,57,6850
2,85,6,31,6898
10,64,4,45,2738
9,47,4,31,1735
2,51,3,43,4963
6,62,10,59,3524
3,61,9,34,5537
6,70,1,21,6176
8,44,2,18,3084
8,44,1,37,4614
7,62,1,39,741
4,74,7,22,3067
9,55,1,30,3181
8,89,5,55,2340
4,81,7,44,4363
10,77,1,42,6622
8,48,4,37,530
3,86,6,51,2063
3,67,3,61,4566
5,41,5,30,660
2,57,10,17,2704
3,49,9,48,722
6,86,1,41,2526
6,64,5,33,3933
10,79,3,50,6662
5,69,10,50,5948
7,53,5,22,3177
7,38,1,59,5141
7,70,3,27,4336
7,68,9,43,1333
7,50,5,47,3531
6,75,9,49,4084
2,75,8,45,3169
10,42,1,30,5189
9,70,5,33,1649
9,41,1,21,2671
7,41,4,44,709
10,89,9,15,731
6,80,9,50,4561
2,66,2,30,5369
7,46,7,20,5004
9,50,2,38,4629
4,76,1,22,5854
7,86,2,54,2668
10,70,3,54,553
9,47,9,53,3326
3,44,8,54,3871
9,56,6,26,3294
5,42,2,38,5750
3,67,3,54,6838
9,84,3,52,3186
5,80,1,38,793
6,85,3,45,3946
2,77,2,48,6127
5,76,1,56,996
5,71,2,37,955
9,72,3,19,1810
5,44,9,52,3037
5,81,1,53,503
3,56,9,52,1698
5,77,10,22,6969
2,85,8,48,1301
9,38,5,18,1394
10,88,10,54,2731
7,68,10,23,3784
6,80,7,53,2846
2,75,2,34,6506
3,83,6,20,4138
9,77,8,36,651
4,58,4,61,1667
3,86,9,32,1662
6,90,1,34,5752
10,82,7,22,4726
2,53,4,28,2226
5,39,10,37,6805
3,72,9,34,2256
8,75,6,31,1337
7,60,5,31,1739
9,80,9,37,6289
3,87,2,31,1200
9,80,8,60,2770
9,65,5,47,3137
3,77,10,61,3696
10,62,2,47,2902
7,64,6,21,4656
8,74,7,54,3865
4,89,7,30,2641
2,56,10,51,1868
7,85,4,17,1749
3,71,1,48,746
5,38,8,56,5678
2,55,6,56,3580
6,90,6,41,2104
2,43,3,16,2873
4,55,9,28,4038
9,59,9,32,2367
3,73,9,35,3579
4,60,3,56,803
10,38,1,28,6320
4,60,10,40,6263
6,75,8,48,6315
9,87,9,49,1564
3,86,10,45,6638
2,45,3,54,2796
6,89,7,27,1338
5,42,9,44,5180
6,84,3,33,2036
3,77,8,34,517
6,50,7,28,2674
7,78,9,28,4940
9,59,1,60,6584
2,86,1,28,5879
2,72,1,50,2945
3,51,9,52,6595
7,83,6,57,5926
5,49,2,51,941
10,71,8,55,744
7,78,7,38,5339
8,50,5,20,637
6,76,4,55,2010
6,84,5,32,589
2,54,5,33,4977
9,40,4,53,6873
9,84,2,52,7057
3,39,6,43,3053
4,57,5,19,1870
3,55,5,52,6442
3,76,9,57,3124
8,56,9,34,5530
4,52,7,27,2268
10,53,2,51,3479
10,75,4,56,4099
8,47,7,57,543
7,71,1,61,3793
4,86,2,48,5273
2,68,5,45,2327
10,84,10,57,822
9,43,9,24,769
2,40,1,37,2405
7,80,10,49,2807
7,77,3,33,7067
8,54,4,50,6132
2,46,6,37,674
2,41,10,19,6750
5,42,10,35,1611
4,62,6,39,6911
6,52,7,18,6751
2,57,4,24,3993
8,79,7,53,694
3,38,4,19,6736
3,55,4,56,6673
4,41,6,28,5779
5,81,7,58,5014
3,89,1,49,6895
4,77,7,21,656
7,49,1,38,1122
2,67,7,55,6427
4,39,6,53,2631
3,87,4,43,5952
2,46,2,54,4709
2,71,9,35,3735
8,50,6,52,514
8,53,8,52,2425
6,45,9,25,505
3,83,4,53,1792
10,47,8,35,1666
4,68,7,55,7070
5,55,6,32,1007
3,39,6,24,6040
9,83,6,20,5850
6,70,3,39,2272
4,78,8,22,770
7,41,6,17,6899
9,84,7,16,1023
10,90,7,23,3738
10,71,9,36,6140
2,39,4,55,5148
2,68,8,34,7008
4,41,7,56,2469
7,89,7,28,3819
5,89,1,49,5442
6,82,9,21,5377
5,72,4,46,5306
10,45,4,59,1471
8,56,4,46,2859
7,73,3,24,2627
10,44,5,26,1221
2,53,6,37,5412
4,65,9,50,3280
4,59,8,59,5884
4,77,3,24,2965
9,48,6,50,4030
10,54,8,37,2193
10,38,9,38,1560
10,67,9,31,1410
9,84,6,35,1965
9,79,7,30,6682
2,77,7,25,727
6,90,4,27,649
5,42,3,42,2343
10,56,9,56,3519
8,83,3,49,3568
8,64,9,49,6365
2,61,7,50,2801
2,65,7,58,3282
4,70,2,43,756
3,88,10,32,3046
10,45,1,44,3367
7,60,1,49,2672
2,79,3,56,4673
4,39,6,40,3691
9,53,4,61,2812
4,69,8,27,5217
7,53,1,59,6601
9,80,8,36,5027
7,87,9,33,718
3,65,10,23,1828
8,45,3,51,4432
9,84,10,27,690
3,64,9,51,2479
6,81,5,44,3990
5,61,5,35,5312
2,46,10,20,4707
4,64,9,55,4217
7,54,4,58,687
7,46,8,52,1104
10,90,2,25,3160
4,90,1,37,6753
9,87,5,29,4306
3,42,3,57,1413
2,80,9,44,6183
3,56,2,39,6617
7,78,4,58,6033
7,68,7,21,2881
4,63,5,29,6141
5,78,2,39,6787
8,88,1,32,6776
3,73,10,50,3594
2,71,8,55,4186
3,85,5,40,2636
3,57,7,53,3093
4,58,3,42,3998
3,70,5,17,2082
4,80,2,51,4231
6,76,3,34,2821
5,55,3,56,6909
9,89,1,50,6929
3,55,8,32,898
4,67,6,28,3225
3,44,2,40,2900
6,90,3,26,5367
6,46,5,47,3376
5,86,9,17,6709
4,49,8,61,744
6,61,8,47,2929
7,55,7,52,1606
3,53,10,48,573
8,87,5,57,1282
10,74,4,27,5277
8,57,5,59,764
5,50,3,15,6374
6,42,9,61,740
5,40,7,52,585
3,75,5,29,3314
3,63,6,36,1341
10,57,10,42,6208
8,90,2,60,3760
4,59,7,57,3417
4,59,7,30,1681
7,72,1,26,3786
3,64,4,54,3274
9,41,10,32,2739
10,47,1,52,5502
6,48,10,61,3297
7,42,10,39,4094
5,73,2,59,6368
10,90,1,52,5902
3,65,9,50,5919
4,62,6,41,2360
10,67,9,45,4658
5,64,9,51,3018
3,60,2,24,652
4,56,1,52,1157
8,71,7,29,1393
6,58,10,45,2586
7,53,3,24,5968
7,38,3,47,786
2,66,6,52,6493
6,58,6,47,5657
3,83,2,54,6817
4,55,3,49,2750
9,82,8,32,5928
7,46,2,26,4082
8,55,1,51,5950
3,68,9,54,2831
7,41,6,28,3140
3,82,1,55,6309
6,87,1,61,5307
9,84,9,59,2086
4,44,8,27,951
6,46,3,20,3746
2,68,10,21,2886
5,88,5,20,6187
9,72,8,52,746
8,52,5,40,5565
7,81,1,55,4657
9,56,4,28,6043
9,80,2,54,1186
7,78,5,56,1334
9,65,8,60,4561
5,74,7,44,4262
7,59,2,52,3328
2,48,8,50,5640
2,61,1,54,6285
3,79,2,28,4927
8,50,8,20,5177
5,67,6,49,3605
4,66,2,42,680
6,77,3,54,748
6,73,2,56,3363
5,52,4,17,1436
3,48,4,50,823
8,47,6,26,518
7,52,9,28,5340
5,86,4,23,2002
7,77,5,49,3361
9,53,7,24,5850
5,62,2,15,4057
5,83,1,50,2863
10,60,1,57,3998
4,83,4,46,892
10,58,6,36,5848
4,65,1,26,539
6,57,9,50,3900
3,55,4,54,749
10,60,1,32,616
10,72,5,57,4733
10,47,9,50,5371
2,79,5,24,4181
2,70,3,22,4627
6,70,6,51,2530
6,87,3,46,5034
5,55,1,30,3254
7,63,6,18,4613
9,86,2,17,6361
6,52,3,44,6591
4,38,7,53,1451
4,46,5,47,5603
9,80,1,48,1686
6,69,5,55,1429
2,67,4,38,2521
9,40,3,44,3687
5,40,5,52,899
8,83,9,60,3413
3,62,7,23,3575
2,77,1,51,6236
8,52,9,43,1770
3,44,2,54,3873
5,45,4,37,2347
4,69,6,61,623
7,60,5,56,2560
3,78,4,53,6294
10,40,6,48,5693
8,85,2,51,891
4,41,2,52,4463
9,80,5,27,2415
6,84,10,31,642
2,71,3,43,3784
5,52,2,52,4136
9,60,2,49,3174
6,43,6,32,5055
10,39,3,37,693
7,81,10,20,1805
10,74,2,57,5898
4,83,10,47,1566
7,66,7,26,2124
4,57,3,54,2245
8,62,9,56,2190
2,45,4,15,1942
6,83,4,20,3728
2,79,2,43,3922
9,72,7,48,3718
4,85,4,50,971
4,46,2,15,5624
3,77,4,60,6691
7,85,5,37,6114
7,70,2,38,599
8,84,2,50,7052
3,54,10,53,2075
2,46,5,51,970
6,51,10,27,3806
9,71,5,58,6377
6,39,6,33,1211
10,84,2,20,2289
3,67,2,45,6651
9,65,1,59,4441
7,50,4,30,791
8,85,10,17,1673
3,88,2,36,1013
4,43,8,57,563
5,59,10,25,1652
10,51,6,18,5735
5,52,4,20,2069
6,50,8,55,6310
9,84,4,53,3562
9,57,10,19,718
5,46,3,48,5821
9,52,10,47,4080
10,73,1,49,2181
2,46,5,49,5121
6,49,6,54,1979
2,56,10,47,2406
3,59,5,49,5154
3,84,5,52,498
8,69,3,57,4038
2,63,8,60,3045
3,57,10,37,2654
2,74,1,39,1834
7,46,3,23,1147
2,59,3,30,7010
7,57,9,58,6782
10,41,1,27,2509
4,47,2,44,5378
7,90,6,37,1089
8,85,4,43,5844
5,38,5,43,5020
2,40,3,39,660
10,72,8,18,4392
6,71,5,53,3086
4,88,9,57,6558
10,38,8,60,6789
6,70,8,48,4221
3,82,3,45,1248
8,50,2,20,3092
7,52,8,28,1499
9,81,3,53,5335
9,52,4,15,3890
7,45,2,56,7020
10,49,10,42,6997
3,61,7,42,1619
7,86,9,47,3629
6,77,2,21,740
5,47,6,52,5395
10,83,7,31,2683
4,61,7,24,5976
9,60,8,52,6404
4,63,4,61,6353
4,45,6,32,1257
6,45,1,41,6718
5,71,10,16,2305
4,88,2,46,683
10,59,9,56,558
5,54,4,55,1860
6,69,2,39,6369
3,54,5,29,4748
9,85,4,38,671
2,81,1,19,751
3,50,4,50,1165
4,45,3,26,4989
3,67,6,48,6621
8,65,8,47,548
5,63,8,61,730
3,77,1,48,5940
3,65,9,17,6428
8,56,9,59,6858
6,62,1,46,548
4,85,1,52,6393
10,76,8,56,3396
3,80,3,23,5318
4,55,4,35,6368
4,65,5,44,588
7,68,4,30,4216
7,86,9,58,4017
4,79,7,29,5911
5,57,6,41,5536
2,65,4,55,5652
4,73,8,29,6054
9,40,3,28,533
3,53,7,59,2740
4,66,10,48,3044
8,59,2,40,2570
3,38,8,45,4125
4,47,10,19,3498
5,43,3,47,2419
9,73,7,42,2573
4,89,3,36,7049
4,42,8,49,817
3,90,10,49,3360
3,44,4,55,2491
8,79,4,39,3386
5,73,1,49,1432
7,82,5,43,2839
10,40,8,25,1897
9,51,4,49,636
8,66,7,18,530
3,76,9,46,2858
5,83,3,55,567
6,46,6,50,3605
9,55,8,59,3474
5,38,2,53,523
6,46,10,58,4614
6,65,3,54,4277
5,58,6,53,2477
7,61,9,54,4433
8,46,6,50,2219
5,89,10,42,2849
10,64,9,49,4192
8,90,1,54,610
6,87,10,52,3488
3,42,1,50,4472
9,70,2,51,492
4,39,1,16,3465
8,78,5,58,3522
5,57,8,56,3086
6,45,7,49,5171
4,67,2,34,1127
7,59,3,16,6711
10,87,7,44,4273
2,38,2,61,1854
7,56,7,17,1848
7,80,8,46,592
5,46,10,43,5659
2,82,7,55,1560
9,44,4,53,650
2,40,10,50,2744
2,67,2,58,1807
2,87,5,17,6442
9,67,6,34,5720
10,65,8,55,2087
10,80,9,42,3072
6,60,10,27,2751
3,56,9,46,635
7,50,2,61,6733
4,49,1,60,6409
7,63,10,49,2447
4,45,1,28,4530
2,59,9,60,4868
10,80,9,35,2053
8,43,2,59,5222
7,87,9,21,2627
2,73,1,45,5672
9,75,1,42,3319
9,51,7,56,2517
9,44,8,16,2956
8,57,8,56,6204
4,65,4,41,4486
7,69,9,33,4273
4,73,3,50,6857
8,70,1,55,1306
4,56,10,54,592
8,62,1,48,5878
8,58,2,53,3354
9,52,9,34,2230
6,51,10,45,5645
5,86,10,27,3798
10,43,10,50,2576
3,66,7,17,5808
6,81,8,51,4215
10,88,9,55,6723
9,61,3,42,6676
3,64,10,37,2497
6,78,3,44,3804
6,44,7,52,3700
9,44,10,45,3411
10,49,10,32,2592
3,54,7,37,2401
9,52,4,38,4043
4,51,5,55,1079
2,74,3,59,5106
5,66,7,50,4239
2,88,10,52,5206
2,43,7,34,4008
6,38,9,48,3328
9,62,10,43,1964
4,46,5,42,4402
9,60,10,59,3406
2,88,6,18,6849
5,54,3,52,1586
2,62,8,57,738
5,58,10,38,544
7,72,6,59,1687
8,54,2,52,2710
10,83,3,47,6412
9,87,1,50,3710
9,80,8,38,2987
10,89,5,29,3207
5,57,3,44,4599
5,62,3,30,2848
3,82,1,45,6369
9,41,1,19,3575
5,87,8,48,3124
2,55,5,53,1241
3,82,6,52,3197
10,41,8,49,6466
3,40,7,22,1138
5,85,8,58,1516
8,72,3,38,1721
9,65,5,22,1117
6,67,2,51,6343
7,52,1,48,2128
2,90,7,46,709
3,69,5,58,3515
3,76,8,55,738
9,58,4,54,1570
10,41,1,19,1877
2,48,1,39,6907
5,40,10,49,5823
9,77,3,15,4321
10,53,1,58,820
8,65,3,55,4649
8,51,2,46,1066
5,39,9,36,1757
10,55,6,42,2710
6,89,7,38,793
10,71,5,21,5149
5,79,6,36,6082
4,83,7,50,5822
6,72,10,50,2764
5,66,2,48,786
3,76,5,18,4389
8,44,2,37,5053
9,72,4,24,770
6,70,9,42,2403
2,75,9,48,3121
9,69,1,18,6114
9,57,10,24,665
10,64,6,43,6122
6,65,6,50,1619
8,71,10,46,780
4,87,2,57,768
7,60,4,50,631
3,77,1,16,3851
3,67,2,33,2061
3,51,8,39,3971
2,72,7,43,2138
8,64,3,41,749
6,53,9,23,1840
7,79,6,27,2299
9,75,2,55,3183
4,57,2,47,5559
5,85,6,42,4029
10,41,3,26,558
8,50,5,61,3574
4,67,8,38,6312
5,83,9,43,3869
7,41,1,40,3688
4,84,3,52,743
6,60,7,47,968
7,84,3,51,4562
2,51,10,22,3515
6,88,4,38,3700
8,90,10,27,1310
8,45,3,55,4842
3,40,10,59,6490
9,82,6,48,1244
10,55,5,16,1675
5,89,4,40,2849
10,52,1,19,6402
4,66,5,48,2983
7,66,8,20,1263
5,50,10,43,3256
9,50,4,47,1672
3,55,1,52,1585
8,51,1,46,582
7,47,8,39,1521
4,55,1,49,851
4,63,6,33,2108
5,42,7,32,2278
9,74,3,20,668
10,60,5,24,521
2,70,4,32,6299
6,71,1,41,6310
3,41,3,51,3053
7,63,1,32,784
4,74,2,20,5875
3,80,6,59,550
10,57,6,55,1289
7,77,1,29,598
10,57,2,45,3175
2,55,3,57,4970
6,65,5,60,6683
3,75,10,34,662
9,58,8,50,895
2,58,4,46,1965
6,78,1,49,1351
7,72,5,51,1618
6,87,7,36,4406
2,56,4,49,1994
10,47,8,41,1609
5,62,8,61,5278
2,48,1,42,709
9,50,7,42,6171
5,42,4,39,4100
5,74,4,46,3653
7,38,5,33,1155
5,64,7,36,4724
4,74,3,16,3903
9,47,4,28,695
7,55,9,57,6343
3,79,6,35,1381
5,61,7,49,2056
10,70,10,47,757
3,78,3,42,6854
10,39,6,27,548
10,38,6,24,491
7,71,3,58,1711
9,39,7,60,5583
9,71,7,47,6842
3,69,4,58,978
7,68,8,43,6191
10,85,5,55,5762
10,89,5,57,1083
3,67,9,44,2360
5,85,8,41,6197
3,55,7,59,718
5,87,4,58,1846
5,53,2,58,2039
3,42,2,49,4502
9,75,9,44,6093
7,88,9,59,5959
10,39,5,61,2398
3,69,4,50,1804
4,85,9,48,4047
7,90,6,42,1361
10,78,2,58,2066
7,67,10,55,1148
3,70,6,38,3257
8,56,8,49,5385
8,52,2,45,6126
7,61,3,30,3552
5,48,2,57,1232
7,52,5,25,6451
6,39,2,22,2251
10,76,2,45,3258
10,90,6,37,2907
10,79,3,30,514
7,88,9,56,2117
9,82,10,58,6980
8,50,3,56,1424
2,44,8,33,5952
10,77,2,36,6451
7,71,4,45,1983
9,43,10,59,764
3,42,3,56,6969
5,65,7,22,3125
8,62,6,44,1630
9,64,7,37,1619
10,40,1,48,1214
4,54,9,36,3432
10,75,9,46,1509
10,83,2,17,5118
9,85,10,18,729
9,49,6,57,2779
8,82,2,44,634
4,47,10,23,4893
10,73,8,17,4663
2,70,4,25,6162
9,89,4,34,6599
7,85,1,60,2499
9,70,10,49,2043
8,48,3,29,5539
9,40,8,47,6646
4,65,5,52,5303
3,85,3,34,6529
9,52,8,37,2629
7,66,5,38,3892
2,39,1,17,2363
10,45,3,16,1433
7,38,7,20,5303
4,60,7,19,5919
4,59,3,28,5314
6,45,1,16,717
5,67,10,52,5224
5,60,8,51,3496
10,68,10,34,894
10,54,6,48,5219
4,48,6,58,4686
3,67,1,55,3171
3,76,8,47,3492
2,65,9,50,568
8,77,3,36,6656
8,63,3,32,6355
5,84,6,47,6098
7,73,6,58,5411
4,76,6,50,514
10,64,10,38,6699
3,84,9,48,3334
7,86,9,32,3409
7,81,7,20,6363
3,81,9,54,3649
7,79,7,20,973
8,56,5,28,2899
3,71,10,18,3610
8,54,8,57,3783
9,89,9,50,5000
7,70,2,15,2461
3,56,9,34,508
5,72,6,37,967
10,71,10,46,6655
9,69,9,32,528
3,66,8,40,3034
9,51,5,52,2877
7,88,9,25,4394
9,49,4,52,625
6,70,6,54,3132
6,60,6,46,3500
9,72,5,47,5453
4,71,10,43,726
10,40,1,52,6160
9,49,5,61,2198
3,83,1,45,2686
7,75,3,57,1932
9,64,9,54,6804
5,77,8,41,1226
8,49,10,27,1095
6,74,7,18,1202
2,82,4,56,5441
7,64,10,49,4481
4,39,9,24,6268
2,78,8,21,6158
6,83,3,15,5029
6,74,7,45,2659
8,85,6,54,3268
4,40,1,20,1435
7,60,2,56,1859
4,45,8,58,6776
7,84,8,40,2666
10,61,7,35,2845
3,88,4,37,1248
5,87,8,53,3576
3,69,7,42,2149
10,86,1,22,4637
7,38,4,23,1397
6,60,7,50,1769
4,42,2,27,762
10,66,9,45,2044
4,53,3,25,764
2,80,7,33,4373
9,56,4,48,6236
6,52,8,56,3977
6,75,2,56,1749
10,41,8,40,2838
2,58,3,43,5480
8,66,1,21,3607
4,53,4,49,4804
2,62,3,32,2157
7,75,8,30,6649
3,70,1,53,590
10,73,7,59,3548
2,49,1,57,5470
7,74,3,52,2980
2,60,7,42,1231
4,56,4,53,635
3,77,6,51,2159
3,41,7,55,3447
9,87,1,51,2750
5,61,9,45,493
5,48,7,50,3257
8,77,5,56,1043
9,58,3,29,583
3,65,5,18,6605
10,43,10,59,492
4,40,10,25,1587
3,85,10,55,6536
6,51,10,53,5742
5,75,3,43,601
10,53,10,39,3860
7,67,9,25,709
4,46,7,47,526
2,41,3,16,1795
6,60,7,21,2291
10,51,1,36,3955
8,74,8,43,4922
4,67,1,52,5985
7,54,5,34,3460
9,71,2,19,3479
8,76,10,53,1399
3,56,5,17,1539
4,47,9,56,4020
8,88,7,18,816
3,56,1,46,1912
6,44,10,51,4854
5,88,2,37,786
10,79,6,30,6298
8,52,9,51,1384
5,65,2,59,6216
4,86,4,46,813
10,57,3,44,3420
10,60,8,42,5626
10,77,1,49,3497
8,41,2,41,914
2,53,4,27,6374
5,90,6,22,2335
10,81,9,50,1809
4,89,2,53,3622
4,65,9,53,7009
2,75,9,32,610
10,69,1,19,3606
3,70,7,50,2980
4,57,5,53,2819
4,39,9,30,6903
9,69,6,45,2157
9,66,6,55,5447
2,50,10,39,1552
6,80,1,33,3410
3,75,1,23,1466
3,71,8,57,1932
8,43,5,52,3589
10,70,9,48,6666
6,66,7,35,1673
4,77,6,43,4810
9,40,7,27,596
7,73,7,35,782
2,57,5,40,4087
7,40,7,20,4932
7,49,1,27,3155
10,45,7,52,692
6,47,2,35,601
5,71,2,19,3779
6,87,9,33,2354
6,62,10,42,5372
7,77,1,31,1991
6,76,8,48,987
6,38,10,54,847
7,65,4,19,742
4,55,8,30,793
8,76,5,46,6148
8,76,8,29,3491
5,40,7,21,2106
9,60,3,32,5295
9,56,7,57,5603
5,73,9,56,4564
10,68,4,48,547
9,58,7,40,2223
10,64,3,53,1509
10,69,9,47,4664
3,77,1,59,6003
9,66,6,48,3986
7,39,7,53,5151
9,84,2,37,518
3,90,10,41,1257
6,90,10,61,715
7,41,3,31,1108
7,59,9,38,5860
5,39,8,58,2915
10,39,4,56,4059
9,54,6,41,6716
3,62,3,50,3124
5,40,3,53,5835
10,72,7,36,775
6,85,4,33,6736
7,67,6,40,2802
3,63,7,32,1795
10,72,3,28,3375
10,42,8,20,4674
4,84,6,38,1434
7,39,4,17,772
10,90,1,31,2668
10,40,1,53,3530
2,84,2,18,5922
4,81,3,61,6632
8,41,4,59,791
8,67,10,55,3897
8,79,5,39,1703
8,39,1,54,3496
6,67,3,39,3101
6,46,1,61,4415
7,88,5,40,1370
4,57,3,56,6597
10,87,10,28,5826
2,51,4,54,648
10,71,9,23,3624
4,67,1,38,689
2,84,7,18,3095
8,62,1,19,4314
9,83,2,38,2442
4,56,8,47,798
4,46,4,49,5780
9,89,3,51,5992
2,79,3,43,5568
8,43,9,20,3468
8,76,6,51,4309
6,87,5,54,1865
3,51,1,31,6494
7,79,2,16,3613
10,62,9,38,4332
7,60,9,34,3835
6,86,1,42,5971
9,76,5,15,1535
5,65,4,22,3333
3,80,2,55,3356
10,81,1,57,4163
2,66,9,61,3275
9,87,2,49,492
5,64,2,55,1637
10,90,2,19,3519
6,42,7,49,4690
5,71,8,61,6427
10,70,3,57,3531
9,40,4,22,5294
3,47,6,24,2097
5,82,2,39,5275
6,56,2,16,923
2,54,10,50,3321
3,61,10,35,2102
9,88,8,17,3054
8,77,5,27,542
8,68,3,52,3052
4,73,7,57,5297
8,69,4,37,3313
5,75,4,57,1597
6,40,9,55,1927
7,73,2,36,3152
3,74,1,53,6209
2,66,5,30,1524
2,61,10,48,3901
2,55,9,59,4555
10,70,7,49,830
6,65,7,54,4135
7,62,7,38,2946
7,62,7,46,1002
9,68,9,55,735
6,70,9,42,2798
3,65,10,34,3755
4,38,8,53,2847
7,88,1,41,1911
3,87,1,38,5377
7,71,2,52,672
5,45,7,16,2122
8,40,10,42,2128
5,56,3,46,6534
8,65,10,46,2432
10,59,8,25,6357
2,77,2,23,736
2,46,6,16,6219
9,89,4,22,5290
5,57,7,50,2632
10,54,2,48,667
4,68,5,54,2925
6,89,10,40,6200
6,65,10,24,5220
4,58,2,17,5849
8,71,10,34,1111
10,82,10,21,1609
6,57,9,26,2391
9,41,4,26,1889
5,64,3,25,3263
8,46,10,22,4726
6,69,2,27,3260
5,64,3,21,2521
