"salary","age","elevel","car","zipcode","credit","brand",,,
133005.3065,50,0,15,5,231792.5324,1,,,
48490.8432,35,0,2,2,259974.9555,1,,,
128145.7246,41,3,9,5,80526.15158,1,,,
80023.00212,31,0,3,5,434158.9749,0,,,
96214.381,33,3,16,3,248642.3539,1,,,
113313.5874,50,3,6,1,474860.728,0,,,
27952.84383,39,1,6,3,241652.9529,1,,,
49984.89805,44,3,15,6,17416.24217,1,,,
84589.47366,27,3,16,0,25707.53316,0,,,
50118.15853,47,0,6,0,393081.1606,1,,,
145572.2867,36,1,5,7,4450.384517,1,,,
72208.98241,69,2,10,2,459449.3856,0,,,
51502.51187,70,4,4,8,367828.1077,0,,,
59800.42133,52,3,7,7,199087.3041,1,,,
97039.67504,54,0,17,6,22793.02748,0,,,
130549.4676,28,4,2,5,153687.8624,1,,,
96444.80366,35,4,18,1,298850.6827,1,,,
22803.04176,69,2,12,1,333165.6095,0,,,
36247.63571,34,4,13,2,434435.1548,1,,,
32115.80542,35,0,14,2,18570.40626,1,,,
38953.85821,22,4,6,1,77613.21727,1,,,
80559.14273,36,2,11,7,273627.3149,0,,,
104608.5453,68,4,8,6,228714.923,1,,,
97945.11938,26,4,18,3,36587.71862,0,,,
55178.13648,63,3,11,6,361541.966,0,,,
61245.0071,55,4,16,0,372044.9647,1,,,
37175.73211,46,3,2,3,298798.993,1,,,
115940.332,77,3,16,7,283132.8241,1,,,
59290.04423,76,1,14,7,327959.882,0,,,
132648.5219,34,2,19,0,270560.3872,1,,,
92035.54832,66,3,15,2,405834.7129,1,,,
53008.05611,73,2,9,6,242654.4403,0,,,
53569.57829,24,3,1,3,25463.23691,0,,,
38901.01066,63,2,18,3,171125.2499,0,,,
114925.1703,31,1,6,6,329995.2201,1,,,
69973.84603,56,2,11,6,357028.3596,1,,,
122527.0942,71,0,4,8,444702.7416,1,,,
21903.03886,64,2,1,3,300291.6517,1,,,
116889.4478,50,2,2,5,101740.0667,0,,,
116234.9964,54,1,18,5,180848.7529,0,,,
77249.91453,55,2,13,5,160060.1971,0,,,
144083.7597,80,3,12,2,338426.5524,1,,,
74288.46871,52,3,7,8,243829.8556,0,,,
136277.9699,78,3,20,8,116668.0978,1,,,
84964.58598,50,2,2,0,440065.8477,0,,,
81219.44825,53,0,16,0,477484.2393,0,,,
80892.95189,58,1,16,4,29189.87728,0,,,
138114.4359,25,3,14,8,212203.1537,1,,,
67411.1944,75,3,5,4,71317.68816,0,,,
133395.5586,28,0,4,0,303411.9693,1,,,
93277.65964,32,0,11,2,196780.4374,0,,,
133643.3883,41,2,5,6,231872.8224,1,,,
30970.14734,66,4,18,1,307959.167,0,,,
53133.11138,59,3,13,2,273471.4926,0,,,
106389.8201,40,4,5,6,122174.8984,0,,,
135262.1029,29,2,16,4,284136.7951,1,,,
121132.2081,22,1,8,8,303878.7087,1,,,
112567.0314,25,0,13,2,301466.4939,1,,,
125243.3512,64,1,15,7,465194.0106,1,,,
92857.96969,59,4,8,7,301132.802,1,,,
112876.8077,30,1,19,1,88541.56672,1,,,
149049.1023,64,4,2,5,312654.2218,1,,,
67193.59796,66,4,16,6,423125.0988,0,,,
125383.3215,68,4,5,3,473140.2713,1,,,
34822.94037,56,3,7,7,398585.4634,1,,,
68827.44582,51,3,3,8,441805.1398,1,,,
95893.53057,79,1,18,2,466089.0919,1,,,
141053.3131,62,0,19,2,224500.8067,1,,,
140555.7604,69,1,15,6,400033.6762,1,,,
83039.06378,34,2,4,2,223092.545,0,,,
58715.80906,39,0,13,5,460123.8914,0,,,
63328.27965,53,1,18,4,188607.2792,1,,,
126065.2677,48,4,10,2,344619.3487,0,,,
102128.6963,59,0,13,0,21853.11368,0,,,
145474.1838,29,1,9,8,96764.0305,1,,,
72347.27463,72,3,14,4,258078.3148,0,,,
20000,77,2,14,8,110739.565,1,,,
20218.81605,67,2,9,6,136149.5057,1,,,
82466.29783,20,3,1,8,93208.30572,0,,,
108868.2521,31,2,17,5,465090.9947,1,,,
22394.63512,41,2,10,7,158592.8504,1,,,
70413.68881,41,0,13,8,339530.8633,1,,,
75078.53652,62,3,1,0,281343.2053,1,,,
92257.80601,69,4,5,0,138795.5931,1,,,
114270.3791,20,1,10,8,427566.0328,1,,,
50625.36224,77,0,10,0,284827.6357,0,,,
134749.676,26,2,2,6,104870.3107,1,,,
132905.6146,25,1,3,1,152524.1107,1,,,
20000,71,0,19,1,471454.4736,1,,,
117449.0895,20,4,1,8,390202.4095,1,,,
38348.94844,56,0,2,7,384309.2856,1,,,
67549.24905,62,1,14,5,338478.9715,0,,,
62090.23552,47,1,15,1,93400.96989,1,,,
108254.2826,37,1,6,1,363689.3264,1,,,
150000,25,3,19,1,328676.9556,1,,,
54547.32431,22,1,17,8,32613.31358,0,,,
51013.23361,64,4,20,0,83123.19824,0,,,
83314.39233,40,3,13,3,310421.2425,0,,,
115195.4308,70,4,12,8,412916.9296,1,,,
114850.2717,70,2,20,7,344571.654,1,,,
113899.1329,69,3,5,0,320243.5216,1,,,
44185.34434,77,0,9,1,41875.09522,0,,,
89632.02699,78,0,5,0,17492.8709,1,,,
65331.51119,32,2,15,6,440911.5083,0,,,
143203.6482,41,3,9,1,315607.0988,1,,,
43918.16653,21,4,19,0,116882.9696,1,,,
55354.9627,27,1,11,1,131900.7955,0,,,
72271.82463,57,1,10,8,31714.91828,0,,,
26931.3524,49,3,19,7,61579.75063,1,,,
123206.2625,28,4,11,5,51964.01008,1,,,
124242.4812,38,4,20,1,458579.134,1,,,
139667.2703,74,1,14,4,198384.4483,1,,,
31841.87943,45,4,8,3,414901.7875,1,,,
110263.4512,49,3,17,4,442332.6587,0,,,
125278.0739,78,0,9,3,95401.48887,1,,,
20726.11481,27,2,12,5,199527.2981,1,,,
22163.6755,36,4,16,0,322707.1661,1,,,
96452.92341,33,0,4,3,331300.5803,0,,,
89087.78482,27,0,13,6,416740.5992,0,,,
77121.16967,21,0,4,3,483454.272,0,,,
87882.84193,64,0,5,8,234608.603,1,,,
141103.1587,76,2,4,1,68673.16276,1,,,
143124.2611,74,4,4,8,284112.802,1,,,
34430.79152,69,3,19,1,261103.3926,0,,,
142585.9842,29,3,6,8,62692.0306,1,,,
107659.7189,54,4,7,8,110846.2107,0,,,
62776.20914,43,4,19,6,225085.1737,1,,,
43012.44529,61,0,5,0,55579.7139,0,,,
138828.8724,67,0,2,7,112205.0494,1,,,
70716.97607,49,2,2,5,281447.0356,1,,,
137965.1818,80,0,17,4,117042.5713,1,,,
22853.54322,74,2,12,5,116468.9079,1,,,
55577.85748,62,0,15,7,60167.46063,0,,,
117278.4412,48,3,3,4,131407.5631,0,,,
147043.4043,21,4,6,3,344165.5881,1,,,
44551.13446,72,3,12,8,216017.6322,0,,,
74842.39939,34,2,13,6,183229.5908,0,,,
64890.33387,52,1,11,4,479417.2621,1,,,
122788.8028,51,2,4,8,317728.1193,0,,,
20000,25,2,15,2,231804.1718,1,,,
143027.6578,62,3,1,2,211403.3379,1,,,
91961.42805,36,3,13,2,39599.51749,0,,,
97443.31396,75,1,17,7,203406.0885,1,,,
96640.72623,41,0,9,1,20847.524,0,,,
33663.72999,50,2,14,0,74252.74261,1,,,
150000,40,4,11,2,153554.0478,1,,,
56688.25718,42,0,13,0,102779.7171,1,,,
41875.2069,46,2,7,5,392126.0841,1,,,
123176.0401,78,2,18,2,415676.2806,1,,,
74304.62769,27,1,4,6,436114.5051,0,,,
93657.71258,55,2,5,8,101150.4775,0,,,
130714.2124,24,3,16,7,165822.9714,1,,,
114406.9236,26,3,2,1,167283.157,1,,,
51236.79979,71,0,19,5,230182.8955,0,,,
89371.65039,49,1,15,2,142521.2698,0,,,
99885.11589,65,4,6,1,23042.85109,1,,,
113929.3439,61,1,12,0,193724.7426,0,,,
44320.4796,52,1,6,7,94542.20868,1,,,
23755.1394,50,4,3,0,13710.14528,1,,,
95447.08802,75,2,7,2,91797.16029,1,,,
41018.31724,69,0,10,0,468837.5232,0,,,
83009.14572,28,3,4,4,290588.4231,0,,,
80288.86654,27,0,13,7,321257.7874,0,,,
86742.06031,59,4,16,5,432899.1278,0,,,
70251.48563,24,1,4,7,409040.9993,0,,,
118889.0423,70,4,7,5,215809.5533,1,,,
81299.60944,59,4,17,5,419818.1244,0,,,
93251.2591,69,3,3,8,138573.5802,1,,,
131752.5628,62,1,2,8,43764.7341,1,,,
78947.35079,30,3,9,7,413721.8321,0,,,
133942.9748,75,2,3,1,425267.8525,1,,,
97835.29881,76,0,20,0,264331.6296,1,,,
41411.70587,51,3,11,4,374377.7703,1,,,
28308.23943,63,2,18,4,497356.6384,1,,,
53036.0956,31,0,6,2,110252.1944,1,,,
91151.51517,64,2,2,4,132344.5229,1,,,
111960.6149,64,1,12,1,203020.4975,1,,,
117162.5333,58,4,11,4,407939.1988,0,,,
35657.48719,69,4,15,5,146412.5287,0,,,
77894.87809,32,2,4,3,337919.2787,0,,,
77227.2153,45,2,17,2,38267.13775,1,,,
97772.67824,42,2,9,6,362755.8484,0,,,
50674.69282,37,2,4,3,169887.8838,1,,,
107516.6888,80,4,10,6,60671.45909,1,,,
54981.56312,75,3,1,5,373459.1011,0,,,
41925.00768,58,2,10,2,269520.7744,1,,,
115117.1132,73,1,6,6,387795.1818,1,,,
20000,72,3,14,4,454030.5445,1,,,
45249.3182,76,1,19,7,63747.84888,0,,,
88974.95706,38,2,6,6,100079.095,0,,,
118266.6297,78,0,3,3,429727.3861,1,,,
73934.13845,24,0,20,4,126400.1352,0,,,
132827.8624,38,2,8,4,273772.4115,1,,,
134530.3536,71,2,13,3,312983.9245,1,,,
112215.3115,58,2,6,6,43641.50256,0,,,
131823.1984,72,0,8,5,14618.92534,1,,,
130911.5668,20,1,13,3,80024.76211,1,,,
74452.7415,77,1,14,7,153134.4025,1,,,
27215.47742,37,3,14,0,436279.9542,1,,,
20345.64346,80,3,17,7,393346.685,0,,,
47907.45801,73,4,10,4,137118.2998,0,,,
116073.2984,24,4,14,8,320845.1913,1,,,
105257.5013,40,3,11,8,5708.943898,0,,,
129122.5333,43,4,16,5,72221.74898,1,,,
110567.2323,55,2,18,0,355099.2765,0,,,
29184.97299,22,3,1,3,75922.23486,1,,,
83026.18931,69,0,19,1,68333.80894,1,,,
116604.2431,25,3,2,4,352383.0432,1,,,
111267.2562,65,2,2,7,385365.8238,1,,,
73936.66781,62,2,8,1,402977.5735,0,,,
144987.3334,34,3,8,0,384399.3098,1,,,
113537.1611,40,3,10,6,424539.18,0,,,
89167.52383,74,2,5,1,56780.00856,1,,,
97452.15069,40,2,2,8,177271.3434,1,,,
94501.56891,71,0,6,4,468109.6406,1,,,
56139.48125,68,3,16,3,194520.0593,0,,,
64926.57975,40,2,20,1,168703.1488,0,,,
137576.1968,50,4,15,3,2000.273494,1,,,
72638.59401,60,2,7,5,97657.33355,0,,,
53621.07782,36,2,19,7,235676.7134,1,,,
95271.00399,28,0,19,0,211754.5469,0,,,
84006.55349,20,3,8,5,252138.8515,0,,,
96521.52528,31,0,11,2,470925.7743,1,,,
94383.7604,72,0,13,6,83959.31256,1,,,
108949.0158,49,3,13,7,362123.6063,0,,,
103536.7524,58,2,17,6,77539.94137,0,,,
84324.99748,72,4,14,4,76657.46055,1,,,
58187.84309,74,2,16,7,286672.6413,0,,,
111234.7186,66,2,20,4,317945.8424,1,,,
99921.25486,44,2,7,1,252488.7275,0,,,
136026.7217,20,4,17,5,500000,1,,,
32143.25276,46,4,15,5,393578.9487,1,,,
88329.78091,39,1,16,6,47631.97951,0,,,
68484.35232,65,2,19,4,409808.2537,0,,,
49042.01271,57,4,2,6,455848.7108,1,,,
24005.93888,50,4,14,6,330061.4118,1,,,
74815.39244,55,1,3,8,258753.9833,0,,,
51130.70018,77,1,18,1,273686.6013,0,,,
137383.2999,30,2,15,0,173660.7618,1,,,
116846.6316,79,2,18,5,436960.7774,1,,,
119192.5941,73,1,17,6,479507.2113,1,,,
59871.11473,38,0,5,3,83576.61532,0,,,
50079.642,35,0,2,3,212446.9198,1,,,
54373.98118,45,1,5,0,379866.4018,1,,,
137735.4133,54,4,5,6,212791.114,1,,,
40834.9012,28,3,8,2,345544.2079,1,,,
129603.157,46,0,6,6,427097.1122,1,,,
94687.81361,53,3,7,3,350189.7412,0,,,
54444.25856,38,0,4,5,285041.8253,0,,,
88289.28072,25,2,15,6,234802.9075,0,,,
59844.75124,24,3,10,6,479433.2592,0,,,
119593.8781,32,0,14,5,429632.3223,1,,,
71120.48768,64,4,1,8,5909.972395,0,,,
68099.00388,30,0,11,1,326185.4085,0,,,
64480.05226,70,2,19,1,49718.72267,0,,,
44569.77214,48,2,16,8,400150.1838,1,,,
33507.34618,66,0,9,5,337959.7319,0,,,
113098.7843,77,4,2,0,64191.41188,1,,,
55889.91013,68,0,6,4,160201.3726,0,,,
86008.62665,66,1,15,7,402978.3687,1,,,
73241.52606,75,0,1,8,257473.2186,0,,,
143289.5529,78,0,17,7,49871.85075,1,,,
139224.4737,31,0,4,3,273854.2796,1,,,
94872.51695,46,3,17,0,163354.96,0,,,
36921.51492,45,1,3,3,435618.7653,1,,,
142026.6598,48,0,15,8,113615.2179,1,,,
105284.5817,44,3,10,3,20453.43775,0,,,
109402.1159,32,4,19,7,246459.6938,1,,,
81148.06492,79,1,18,2,115070.8492,1,,,
131860.6394,43,0,16,1,278351.4045,1,,,
99837.76707,28,0,1,6,370197.4782,1,,,
104910.4546,47,3,4,5,454556.3515,0,,,
63035.02175,50,1,10,1,486741.3009,1,,,
39755.02268,42,2,4,8,119072.2362,1,,,
147644.9163,33,1,16,8,23558.22303,1,,,
36862.96422,29,4,13,4,239818.0036,1,,,
46298.89423,61,4,2,1,122891.137,0,,,
90928.04652,62,3,16,5,500000,1,,,
109835.7126,74,4,14,2,335439.4909,1,,,
72160.22694,80,3,18,6,434942.004,0,,,
87712.4127,34,0,11,2,412239.145,0,,,
134347.8464,68,4,14,7,274025.0525,1,,,
94731.64783,58,0,2,2,180571.7593,0,,,
25235.76701,75,4,7,8,406959.7989,0,,,
79762.29581,67,0,20,0,37177.35272,1,,,
104616.0633,41,4,4,8,229427.4824,0,,,
55786.14843,60,0,19,2,498364.0152,0,,,
101335.6329,56,0,16,5,394807.8318,0,,,
24115.27687,22,0,7,3,200545.7141,1,,,
84916.91819,35,3,18,1,305042.1609,0,,,
110994.0144,56,2,5,6,191345.4629,0,,,
58219.8425,33,1,1,0,112074.5859,0,,,
61377.21933,34,1,13,7,162552.0697,0,,,
110011.9724,45,3,6,3,323679.6039,0,,,
120254.0604,35,0,16,8,274403.1362,1,,,
114068.8402,54,2,19,1,98921.40406,0,,,
64774.64415,52,1,4,0,359616.9888,1,,,
52094.83059,61,1,5,6,483751.4649,0,,,
97011.90873,73,2,6,7,337117.5584,1,,,
42554.39747,70,1,6,5,102928.8463,0,,,
135831.83,25,3,4,8,171726.7928,1,,,
135136.119,45,2,7,8,32236.31317,1,,,
87803.47595,50,3,6,7,243700.6838,0,,,
142152.5374,41,2,9,5,368051.1385,1,,,
59201.14664,25,0,15,6,129903.2138,0,,,
78842.7771,74,0,6,0,238564.6937,1,,,
21971.24363,80,4,3,1,100421.7136,0,,,
45514.46806,37,3,17,6,308946.0733,1,,,
45285.10418,25,1,18,8,356890.0121,1,,,
41348.07192,41,3,6,4,140121.2797,1,,,
73218.63802,23,1,9,4,116790.5671,0,,,
54259.33553,51,2,16,8,392575.248,1,,,
129602.3288,71,3,6,6,103876.7874,1,,,
137997.592,27,2,18,4,361073.2847,1,,,
98158.17641,66,4,5,2,470759.1131,1,,,
36069.54405,22,4,3,1,161641.4986,1,,,
43117.3909,28,4,15,1,127726.9687,1,,,
109173.0174,23,1,1,5,434985.0836,1,,,
118545.4728,37,2,12,6,333929.8992,1,,,
23271.03134,24,2,9,8,335965.8513,1,,,
74772.51705,49,0,7,8,480053.5667,1,,,
125976.3092,40,0,17,4,378473.6805,1,,,
147468.3665,29,0,20,1,4060.354098,1,,,
137531.9341,53,1,10,0,244288.4076,1,,,
92209.76993,49,0,12,4,258230.1463,0,,,
43126.5138,66,0,9,4,351866.1815,0,,,
134444.3304,40,3,11,1,252734.9424,1,,,
142956.7202,24,3,2,8,381053.869,1,,,
77141.83784,43,2,14,7,391926.7875,0,,,
66785.59276,20,2,17,4,159974.2274,0,,,
82841.78822,55,1,18,3,301023.5386,0,,,
76849.20308,34,1,2,8,8627.651993,0,,,
42841.01798,50,0,5,3,89867.22675,1,,,
58379.64397,62,0,18,3,256783.9902,0,,,
75547.76133,79,0,16,7,189710.5609,1,,,
40840.25707,53,4,16,1,431906.1384,1,,,
55970.62895,42,4,16,6,282462.1834,1,,,
53331.2761,33,0,20,7,105595.7572,0,,,
135016.1611,62,4,3,0,53123.9402,1,,,
129373.0967,48,0,11,8,46002.6144,1,,,
61960.38995,26,2,8,7,441708.013,0,,,
135168.5477,27,1,2,5,432094.9038,1,,,
83897.52806,22,1,6,4,288600.4679,0,,,
132800.9865,51,1,17,7,117610.7358,1,,,
63263.18797,28,2,14,2,240802.8078,0,,,
72967.58087,25,0,12,4,290795.9564,0,,,
128890.9982,63,4,2,4,115268.1427,1,,,
61909.57094,53,1,11,0,286672.1219,1,,,
84682.44085,26,3,7,2,226060.1544,0,,,
143080.8485,43,4,6,3,185834.5306,1,,,
100090.0798,34,2,6,7,208103.9292,0,,,
91764.73038,73,3,15,0,121932.0103,1,,,
22378.87915,38,4,1,8,37634.24848,1,,,
125092.8226,62,1,7,4,115689.8827,1,,,
61277.5187,34,4,8,6,422289.3311,0,,,
49836.96679,29,4,11,0,435427.2491,1,,,
112374.6831,60,0,5,6,308561.4118,0,,,
62858.62681,78,1,16,5,201581.5107,0,,,
28039.96,24,4,4,8,270950.9548,1,,,
29250.78989,58,4,18,0,224413.6424,1,,,
84919.20083,38,0,1,6,185498.4649,0,,,
107412.9193,28,0,12,1,154250.8306,1,,,
113898.8172,62,3,16,3,108789.4058,1,,,
131121.1486,41,0,19,7,285491.506,1,,,
52356.10367,48,1,4,8,321869.0381,1,,,
143243.276,46,3,11,6,500000,1,,,
73890.80934,74,2,18,1,327908.9073,0,,,
134932.1884,80,3,1,3,170582.2825,1,,,
52298.90016,64,3,7,0,206603.1481,0,,,
38096.51307,72,3,13,1,331776.9007,0,,,
85705.82077,44,3,4,1,90453.04815,0,,,
52321.62437,49,0,13,6,393781.2337,1,,,
105258.5741,62,3,16,6,70121.419,1,,,
51676.37889,59,4,18,1,116243.9088,0,,,
85893.65948,32,0,3,6,181656.2189,0,,,
93768.95176,72,0,6,6,50527.90524,1,,,
118188.5986,71,2,4,1,50812.45982,1,,,
21746.17831,44,4,6,7,63408.57113,1,,,
28054.54783,74,4,15,6,361151.8823,0,,,
106599.4738,71,0,19,0,479563.5506,1,,,
74131.68953,64,2,10,3,48776.98166,1,,,
60293.10512,37,2,15,7,218302.1754,0,,,
89231.671,40,2,20,2,416469.5787,0,,,
90702.94307,22,4,5,2,279559.6743,0,,,
77750.50949,47,0,3,0,206193.7078,0,,,
61422.57388,50,2,4,6,288826.913,1,,,
127001.8488,29,4,12,3,293004.299,1,,,
52989.35674,25,0,11,8,256935.8553,0,,,
107619.0525,35,2,6,8,280648.4352,1,,,
83653.5977,42,3,7,2,253765.3503,0,,,
78902.95386,62,3,1,4,485067.703,1,,,
28286.91424,30,1,5,4,142253.7101,1,,,
45367.84883,39,0,4,7,42382.96201,0,,,
37202.94614,29,3,8,6,193720.5024,1,,,
134871.132,58,3,8,0,400322.7621,1,,,
49104.40507,62,1,17,2,246223.353,0,,,
135593.7553,69,1,15,8,41472.47899,1,,,
40572.25888,27,2,15,8,0,1,,,
64566.53681,29,2,12,6,199977.1053,0,,,
76595.14855,49,1,14,8,399606.0574,1,,,
79616.94178,31,4,4,6,229204.6879,0,,,
112070.7227,32,0,20,2,38341.29859,1,,,
93507.70394,44,4,16,6,123588.9778,0,,,
150000,75,0,4,7,467972.9992,1,,,
86867.69431,24,0,10,8,243534.0628,0,,,
33235.68533,74,3,5,6,266936.2503,0,,,
102601.6018,20,2,10,7,99230.81728,1,,,
117894.7259,50,0,20,5,458759.478,0,,,
76551.48193,30,3,15,3,486229.0018,0,,,
104541.5276,31,0,13,0,388642.9347,1,,,
27097.06206,38,1,16,2,338341.2089,1,,,
64724.23281,23,3,13,8,61395.93995,0,,,
136856.6762,36,4,15,2,321929.736,1,,,
118811.6386,33,1,5,3,287144.2183,1,,,
97162.92133,43,2,5,6,465529.0744,0,,,
77523.35916,56,0,14,0,366866.0579,0,,,
63799.419,64,1,10,4,262927.3847,0,,,
20000,42,0,9,4,250379.5194,1,,,
41801.0846,59,1,8,0,141170.1487,1,,,
83385.80347,58,2,10,6,195035.4321,1,,,
136848.7121,44,1,10,7,38625.75634,1,,,
108972.8067,48,1,1,2,435613.3486,0,,,
50444.96024,57,1,17,2,480612.0104,0,,,
133500.5635,50,3,2,3,64662.80911,1,,,
82882.6028,72,3,5,8,167462.0901,1,,,
51080.73439,31,1,1,5,341740.4845,1,,,
49168.84483,80,3,1,7,472887.0209,0,,,
102236.6413,29,4,15,1,284883.1906,0,,,
113165.7516,60,4,3,6,318273.0879,0,,,
40328.66319,60,2,6,4,24096.89181,1,,,
100014.3953,41,0,12,1,77017.62248,0,,,
33889.71179,27,0,1,0,301948.8052,1,,,
20000,47,1,1,4,308532.4339,1,,,
129376.0879,59,1,15,2,52142.82364,1,,,
101090.1589,27,3,18,1,0,0,,,
129777.1342,59,1,4,4,180500.6323,1,,,
45991.5068,22,4,9,2,50840.96666,1,,,
63077.13127,51,4,9,3,331869.6653,1,,,
36877.88787,41,2,14,8,500000,1,,,
37634.12783,20,1,11,4,472122.8722,1,,,
114291.8848,52,3,1,2,399567.7123,0,,,
82603.18838,24,1,10,1,28150.71552,0,,,
111017.7616,59,0,5,8,69121.27408,0,,,
86680.59856,52,1,16,6,85381.78327,0,,,
20000,59,3,16,2,455873.979,1,,,
126616.0069,25,2,7,3,55744.23774,1,,,
103997.0792,51,1,13,7,420447.4751,0,,,
113872.7484,45,1,16,3,453704.525,0,,,
94693.85049,52,3,15,7,262282.0845,0,,,
140340.5835,71,0,17,4,116063.8649,1,,,
60584.26023,69,4,15,1,391383.4658,0,,,
74359.37273,25,0,2,7,8277.808097,0,,,
24816.05681,78,4,13,2,387095.8803,1,,,
37333.97839,35,4,17,2,27679.52043,1,,,
116507.9862,32,4,19,1,474041.1583,1,,,
75003.45477,42,1,4,7,491197.6794,1,,,
149847.266,23,2,8,2,337746.8457,1,,,
49399.84678,68,4,8,8,370362.4689,0,,,
62684.89144,61,0,4,7,353232.6016,1,,,
24861.80553,66,4,15,4,469985.5582,1,,,
77033.2246,39,1,3,4,65899.78861,1,,,
124920.7956,46,2,14,2,240727.3154,1,,,
134098.9914,73,1,6,6,142683.5051,1,,,
116607.3175,75,1,18,7,437818.7875,1,,,
131652.837,51,3,17,8,144700.3398,1,,,
76681.71044,71,4,13,5,282593.2723,1,,,
72763.91107,33,3,20,2,25349.82132,0,,,
57752.8241,65,2,1,8,425519.3808,0,,,
38848.6438,40,1,11,8,330482.6035,1,,,
35781.33818,64,1,14,4,66199.90123,0,,,
138895.8029,48,4,13,5,302831.1022,1,,,
25522.80927,60,3,7,1,452247.518,0,,,
32399.36033,28,3,17,4,224369.9309,1,,,
41273.51912,44,1,18,6,492097.0755,1,,,
34799.47063,68,4,8,1,249177.5841,0,,,
140206.4121,70,0,7,0,488208.0408,1,,,
104936.8364,25,2,1,4,450716.7578,1,,,
32148.38404,43,4,9,4,478080.2429,1,,,
63786.06721,22,4,5,5,150700.8379,0,,,
22952.18937,41,0,18,3,426575.6851,1,,,
135040.4454,73,2,3,8,318735.5591,1,,,
58774.92559,42,2,8,0,466650.396,1,,,
24115.98481,46,1,14,0,272685.1177,1,,,
98213.81665,72,2,14,7,346710.777,1,,,
75869.21694,36,3,6,6,306546.9293,0,,,
55556.24603,40,1,11,5,75983.3563,0,,,
120476.402,76,4,10,3,405403.4774,1,,,
145645.3529,30,3,16,8,280035.9916,1,,,
116638.3356,22,4,6,2,272777.5859,1,,,
26233.13493,46,0,18,6,309787.1639,1,,,
44019.24004,51,4,6,6,72328.87707,1,,,
68442.25799,51,2,5,1,242669.3045,1,,,
32685.51024,66,2,17,1,128479.6056,0,,,
67587.68051,22,2,1,7,236066.433,0,,,
114273.5525,62,0,15,1,419782.4887,1,,,
27229.38855,27,3,8,8,121431.6361,1,,,
77107.2952,36,4,14,4,46425.61581,0,,,
68165.47776,46,4,4,0,395867.6675,1,,,
113309.4532,63,1,12,3,147381.9318,1,,,
61314.43996,37,4,2,8,211322.7373,0,,,
119205.3899,38,3,8,3,263476.3768,1,,,
140275.9457,80,0,10,2,331114.8673,1,,,
92462.61389,64,3,3,7,238462.3159,1,,,
122397.1821,78,4,3,1,262806.511,1,,,
49258.56863,23,1,4,0,305052.9687,0,,,
118636.4831,44,4,17,7,170776.5146,0,,,
32053.36659,38,0,5,2,252927.4664,1,,,
52105.22278,20,4,20,3,37549.93656,1,,,
104428.7746,78,2,4,1,408701.3492,1,,,
26571.5952,57,3,8,1,110924.1247,1,,,
108094.3417,64,2,9,3,434658.4934,1,,,
64376.00906,52,0,15,4,44342.98799,1,,,
108660.4279,80,2,4,8,115885.6067,1,,,
145009.0227,55,1,7,7,47380.69294,1,,,
102016.0616,63,3,5,4,117416.6082,1,,,
30125.9038,43,3,9,3,176914.3942,1,,,
47086.20488,38,0,8,6,309719.858,0,,,
38183.68137,44,3,14,4,209120.5063,1,,,
118080.4336,64,1,3,3,181939.4037,1,,,
56614.31802,39,1,16,0,196432.0274,0,,,
101789.0973,33,2,17,7,451638.9275,1,,,
49543.74861,68,1,20,7,12377.50834,0,,,
139032.0593,80,2,20,7,88856.99319,1,,,
123603.6391,56,0,18,0,257968.407,0,,,
105223.7508,51,0,14,3,294063.8351,0,,,
72990.90443,64,2,6,6,185240.6413,0,,,
142690.6913,46,0,10,6,32844.84388,1,,,
111876.0232,50,3,3,2,15667.76499,0,,,
139575.7708,26,0,2,0,313521.5168,1,,,
30539.49316,70,3,5,1,210994.7014,0,,,
145020.876,80,1,14,8,162183.9801,1,,,
87732.61178,72,2,11,7,339291.2838,1,,,
98525.96985,50,4,9,2,251782.1526,0,,,
86573.92433,29,2,9,0,99822.95403,0,,,
140834.0868,75,4,13,4,86936.96611,1,,,
136743.5211,25,0,10,8,105689.8787,1,,,
140186.1272,42,4,10,4,196044.2159,1,,,
25568.1961,65,1,8,5,40195.84255,1,,,
117996.0549,51,0,4,2,21324.96722,0,,,
86444.83082,20,1,18,1,242831.7166,0,,,
112812.7381,55,3,5,5,496834.1555,0,,,
60420.49975,33,4,2,4,482465.1822,0,,,
124448.956,22,0,19,3,405497.8342,1,,,
47140.43008,30,0,9,3,53741.43606,1,,,
37456.70279,57,4,20,0,435567.2106,1,,,
22266.22775,37,4,17,4,295806.234,1,,,
52068.37184,46,1,3,3,440661.0611,1,,,
74882.61485,61,2,7,5,408552.7882,0,,,
80758.20799,61,4,5,7,89774.99241,1,,,
58992.10001,72,1,9,5,266044.1227,0,,,
135460.4402,68,2,5,8,320831.5307,1,,,
113907.4036,51,1,17,6,410844.125,0,,,
41893.59105,29,1,18,2,173412.2209,1,,,
33974.12071,48,1,7,6,310975.6914,1,,,
132272.724,27,1,11,5,387904.181,1,,,
80454.76393,70,0,5,2,348793.4638,1,,,
96662.30884,26,0,2,6,131135.1581,0,,,
130348.9796,72,4,7,2,293689.4452,1,,,
107049.4199,30,3,12,3,268571.2844,1,,,
65419.3947,76,1,7,8,160098.7706,0,,,
32668.71829,61,2,6,8,24509.46285,1,,,
140448.4601,45,2,4,6,324665.7829,1,,,
70458.66025,48,4,12,0,396182.1316,1,,,
